JOB,	   GOG ADDR,	STEAM ADDR,	PCG ADDR,	NAME,						TYPE
define,	   0x5663C0,	0x572730,	0x566370,	"Leader_create_city",				"City * (__fastcall *) (Leader * this, int edx, int x, int y, int race_id, int param_4, char const * name, byte param_6)"
inlead,	   0x5D3030,	0x5E2330,	0x5D2F60,	"Map_process_after_placing",			"void (__fastcall *) (Map * this, int edx, byte param_1)"
define,	   0x5BBBC0,	0x5CA720,	0x5BB8D0,	"Unit_despawn",					"void (__fastcall *) (Unit * this, int edx, int param_1, byte param_2, byte param_3, byte param_4, byte param_5, byte param_6, byte param_7)"
inlead,	   0x5BD220,	0x5CBDE0,	0x5BCF30,	"Unit_move",					"void (__fastcall *) (Unit * this, int edx, int tile_x, int tile_y)"
define,	   0x558700,	0x564590,	0x5586B0,	"Main_GUI_label_loading_bar",			"void (__fastcall *) (Main_GUI * this, int edx, int param_1, char *text)"
define,	   0x48DE43,	0x4920E3,	0x48DED3,	"ADDR_TURN_METALIMIT_1",			"byte *"
define,	   0x4946E1,	0x4990CA,	0x494771,	"ADDR_TURN_METALIMIT_2",			"byte *"
define,	   0x54E2E0,	0x55925B,	0x54E340,	"ADDR_TURN_METALIMIT_3",			"byte *"
define,	   0x54E2E7,	0x559262,	0x54E347,	"ADDR_TURN_METALIMIT_4",			"byte *"
define,	   0x584163,	0x59100F,	0x583EC3,	"ADDR_TURN_METALIMIT_5",			"byte *"
define,	   0x5817B2,	0x58E4E2,	0x581512,	"ADDR_TURN_METALIMIT_6",			"byte *"
define,	   0x492100,	0x496751,	0x492190,	"ADDR_TURN_METALIMIT_7",			"byte *"
inlead,	   0x4ACA50,	0x4B39F0,	0x4ACAE0,	"City_get_net_commerce",			"int (__fastcall *) (City * this, int edx, int kind, byte include_science_age)"
inlead,	   0x55DFD0,	0x56A070,	0x55DF80,	"Leader_pay_unit_maintenance",			"void (__fastcall *) (Leader * this)"
define,	   0x55CFB0,	0x569040,	0x55CF60,	"Leader_sum_improvements_maintenance",		"int (__fastcall *) (Leader * this, int edx, int govt_id)"
define,    0x560972,	0x56CA7F,	0x560922,	"ADDR_AI_PREPRODUCTION_SLIDER_ADJUSTMENT",	"byte *"
define,	   0x55DD50,	0x569DF0,	0x55DD00,	"Leader_compute_income",			"int (__fastcall *) (Leader * this)"
define,	   0x5612F0,	0x56D420,	0x5612A0,	"Leader_recompute_economy",			"void (__fastcall *) (Leader * this)"
repl call, 0x560C16,	0x56CD25,	0x560BC6,	"Leader_sum_improv_maintenance_to_pay_1",	""
repl call, 0x560C64,	0x56CDA8,	0x560C14,	"Leader_sum_improv_maintenance_to_pay_2",	""
define,	   0x4ACDF0,	0x4B3DD0,	0x4ACE80,	"City_get_improvement_maintenance",		"int (__fastcall *) (City * this, int edx, int improv_id)"
define,	   0x4C2350,	0x4C9B30,	0x4C2370,	"Leader_set_treasury",				"void (__fastcall *) (Leader * this, int edx, int amount)"
define,	   0x4B3400,	0x4BA3A0,	0x4B3490,	"City_sell_improvement",			"void (__fastcall *) (City * this, int edx, int improv_id, byte set_status_bit)"
define,	   0x9E85F0,	0xA0ADF0,	0x9E85B0,	"p_civilopedia_form",				"Civilopedia_Form *"
define,	   0x4CBE10,	0x4D3E50,	0x4CBED0,	"Civilopedia_open",				"void (__fastcall *) (void * this, int edx, char * key, byte param_2)"
define,	   0x53A960,	0x544C80,	0x53A9E0,	"get_unit_support_info",			"void (__stdcall *) (int civ_id, int govt_id, int * out_cost_per_unit, int * out_count_free_units)"
define,	   0x55D2A0,	0x569330,	0x55D250,	"Leader_get_free_unit_count",			"int (__fastcall *) (Leader * this, int edx, int govt_id)"
define,	   0x55D030,	0x5690C0,	0x55CFE0,	"Leader_count_foreign_and_king_units",		"int (__fastcall *) (Leader * this)"
define,	   0x56D7D0,	0x57A1B0,	0x56D740,	"get_tile_occupier_id",				"int (__cdecl *) (int x, int y, int pov_civ_id, byte respect_unit_invisibility)"
define,    0x4ED220,	0x4F6140,	0x4ED2E0,	"Main_Screen_Form_show_map_message",		"void (__fastcall *) (Main_Screen_Form * this, int edx, int tile_x, int tile_y, char * text_key, byte pause)"
repl call, 0x4BE664,	0x4C5C66,	0x4BE6F4,	"Main_Screen_Form_show_wltk_message",		""
repl call, 0x4BE71B,	0x4C5D1D,	0x4BE7AB,	"Main_Screen_Form_show_wltk_ended_message",	""
define,	   0xA52678,	0xA74E70,	0xA52638,	"p_preferences",				"unsigned *"
define,	   0x4AFAB0,	0x4B6A70,	0x4AFB40,	"City_set_production",				"void (__fastcall *) (City * this, int edx, int order_type, int order_id, byte ask_to_confirm)"
define,	   0x4B0AC0,	0x4B7A70,	0x4B0B50,	"City_get_income_from_wealth_build",		"int (__fastcall *) (City * this)"
define,	   0x64C91E,	0x66AFD7,	0x64C85E,	"print_int",					"char * (__cdecl *) (int val, char * str, unsigned base)"
repl call, 0x5D759A,	0x5E69D2,	0x5D74CA,	"Tile_has_city_for_agri_penalty_exception",	""
repl call, 0x564528,	0x570873,	0x5644D8,	"show_popup_option_1_razes",			""
repl call, 0x4DA1E6,	0x4E2B96,	0x4DA2A6,	"show_popup_option_2_razes",			""
define,	   0x619E70,	0x63B090,	0x619DA0,	"Context_Menu_add_item",			"int (__fastcall *) (Context_Menu * this, int edx, int item_id, char * text, byte param_3, int param_4)"
repl call, 0x4E9808,	0x4F25EF,	0x4E98C8,	"Context_Menu_add_abandon_city",		""
define,	   0x60F6A0,	0x62B460,	0x60F5D0,	"TextBuffer_check_ptr",				"char * (__fastcall *) (TextBuffer * this, int edx, char * str)"
repl call, 0x4D5525,	0x4DDCF6,	0x4D55E5,	"TextBuffer_check_pedia_upgrades_to_ptr_1",	""
repl call, 0x4D5676,	0x4DDE50,	0x4D5736,	"TextBuffer_check_pedia_upgrades_to_ptr_2",	""
define,	   0x5C68A0,	0x5D5700,	0x5C65B0,	"Unit_try_flying_over_tile",			"byte (__fastcall *) (Unit * this, int edx, int x, int y)"
inlead,	   0x5C74A0,	0x5D6330,	0x5C71B0,	"Unit_perform_air_recon",			"void (__fastcall *) (Unit * this, int edx, int x, int y)"
repl call, 0x5C6E34,	0x5D5CBB,	0x5C6B44,	"Unit_get_interceptor_max_moves",		""
repl call, 0x5C7108,	0x5D5FAA,	0x5C6E18,	"Unit_get_moves_after_interception",		""
repl call, 0x5C7114,	0x5D5FB6,	0x5C6E24,	"Unit_set_state_after_interception",		""
inlead,	   0x561220,	0x56D350,	0x5611D0,	"Leader_begin_unit_turns",			"void (__fastcall *) (Leader * this)"
define,	   0x4A1FA0,	0x4A8BB0,	0x4A2030,	"Fighter_find_defender_against_bombardment",	"Unit * (__fastcall *) (Fighter * this, int edx, Unit * bombarder, int tile_x, int tile_y, int bombarder_civ_id, byte land_lethal, byte sea_lethal)"
repl call, 0x4A3ED9,	0x4AAB85,	0x4A3F69,	"Fighter_find_actual_bombard_defender",		""
inlead,	   0x5B6820,	0x5C5180,	0x5B6530,	"Unit_select_stealth_attack_target",		"byte (__fastcall *) (Unit * this, int edx, int target_civ_id, int x, int y, byte allow_popup, Unit ** out_selected_target)"
repl call, 0x5C73FF,	0x5D629C,	0x5C710F,	"Unit_try_flying_for_precision_strike",		""
define,	   0x5C1210,	0x5CFDA0,	0x5C0F20,	"Unit_play_bombard_fire_animation",		"int (__fastcall *) (Unit * this, int edx, int x, int y)"
define,	   0x5CA860,	0x5D97A0,	0x5CA570,	"Unit_play_bombing_animation",			"void (__fastcall *) (Unit * this, int edx, int x, int y)"
repl call, 0x5C7429,	0x5D62BA,	0x5C7139,	"Unit_play_bombing_anim_for_precision_strike",	""
repl call, 0x5C143D,	0x5CFFCD,	0x5C114D,	"Unit_play_anim_for_bombard_tile",		""
repl call, 0x5B6A1B,	0x5C5368,	0x5B672B,	"PopupSelection_add_stealth_attack_target",	""
inlead,	   0x4D94F0,	0x4E1E80,	0x4D95B0,	"Main_Screen_Form_issue_precision_strike_cmd",	"void (__fastcall *) (Main_Screen_Form * this, int edx, Unit * unit)"
repl call, 0x4A3E92,	0x4AAB40,	0x4A3F22,	"rand_bombard_target",				""
repl call, 0x5B6549,	0x5C4EA9,	0x5B6259,	"Tile_check_water_for_stealth_attack",		""
inlead,	   0x5B64C0,	0x5C4E20,	0x5B61D0,	"Unit_can_stealth_attack",			"byte (__fastcall *) (Unit * this, int edx, Unit * target)"
define,	   0x61BCA0,	0x63D770,	0x61BBD0,	"process_text_snippet",				"int (__cdecl *) (char * in, char * out)"
repl call, 0x4D788A,	0x4E01EA,	0x4D794A,	"process_text_for_map_message",			""
repl call, 0x5C6997,	0x5D5812,	0x5C66A7,	"rand_int_to_dodge_city_aa",			""
repl call, 0x5C69A7,	0x5D5822,	0x5C66B7,	"Unit_get_defense_to_dodge_city_aa",		""
repl call, 0x4A2179,	0x4A8D8A,	0x4A2209,	"Unit_get_defense_to_find_bombard_defender",	""
define,	   0x585B00,	0x592D50,	0x585860,	"get_int_from_conquests_ini",			"int (__cdecl *) (LPCSTR key, int param_2, int param_3)"
repl call, 0x59301E,	0x5A0756,	0x592D3E,	"get_WindowsFileBox_from_ini",			""
define,	   0x4A0670,	0x4A71F0,	0x4A0700,	"open_load_game_file_picker",			"char const * (__fastcall *) (void * this)"
repl call, 0x593054,	0x5A078A,	0x592D74,	"do_open_load_game_file_picker",		""
inlead,	   0x592D90,	0x5A0490,	0x592AB0,	"do_load_game",					"void * (__cdecl *) (char * param_1)"
define,	   0x4F5EF0,	0x4FF290,	0x4F5FB0,	"perform_interturn",				"void (__cdecl *) ()"
repl call, 0x4F6759,	0x4FFB21,	0x4F6819,	"perform_interturn_in_main_loop",		""
repl call, 0x4F59E6,	0x4FED88,	0x4F5AA6,	"show_movement_phase_popup",			""
repl call, 0x5936F3,	0x5A0E8C,	0x593413,	"show_intro_after_load_popup",			""
define,	   0xA527B4,	0xA74FAC,	0xA52774,	"p_is_pbem_game",				"byte *"
define,	   0xA52991,	0xA75189,	0xA52951,	"p_is_offline_mp_game",				"byte *"
inlead,	   0x4A3A70,	0x4AA6F0,	0x4A3B00,	"Fighter_do_bombard_tile",			"void (__fastcall *) (Fighter * this, int edx, Unit * unit, int neighbor_index, int param_3, int param_4)"
define,	   0x74AF60,	0x765300,	0x74AF20,	"p_mp_object",					"void *"
define,	   0x4697B0,	0x46BF90,	0x469830,	"mp_check_current_combat",			"byte (__fastcall *) (void * this, int edx, int mp_tile_x, int mp_tile_y)"
define,	   0x4A2650,	0x4A9290,	0x4A26E0,	"Fighter_damage_city_by_bombardment",		"byte (__fastcall *) (Fighter * this, int edx, Unit * unit, City * city, int damage_kind, int min_fire_rate)"
define,	   0x426BD0,	0x428310,	0x426C50,	"Map_in_range",					"byte (__fastcall *) (Map * this, int edx, int x, int y)"
define,	   0x4AE030,	0x4B5010,	0x4AE0C0,	"City_can_trade_via_water",			"byte (__fastcall *) (City * this)"
repl call, 0x4E67f4,	0x4EF255,	0x4E68B4,	"City_shows_harbor_icon",			""
define,	   0x4ADF90,	0x4B4F70,	0x4AE020,	"City_can_trade_via_air",			"byte (__fastcall *) (City * this)"
repl call, 0x4E6842,	0x4EF2A7,	0x4E6902,	"City_shows_airport_icon",			""
define,	   0x4B1F90,	0x4B8F10,	0x4B2020,	"City_count_improvements_with_flag",		"int (__fastcall *) (City * this, int edx, enum ImprovementTypeFlags flag)"
repl call, 0x4A12EC,	0x4A7E9C,	0x4A137C,	"Unit_check_king_for_defense_priority",		""
repl call, 0x4A131A,	0x4A7ECA,	0x4A13AA,	"Unit_check_king_for_defense_priority",		""
repl call, 0x4A133D,	0x4A7EED,	0x4A13CD,	"Unit_check_king_for_defense_priority",		""
repl call, 0x4A144C,	0x4A7FFC,	0x4A14DC,	"Unit_check_king_for_defense_priority",		""
repl call, 0x4A1477,	0x4A8027,	0x4A1507,	"Unit_check_king_for_defense_priority",		""
repl call, 0x4A149F,	0x4A804F,	0x4A152F,	"Unit_check_king_for_defense_priority",		""
repl call, 0x598EC5,	0x5A686D,	0x598BE5,	"get_local_time_for_unit_ini",			""
repl call, 0x598AEC,	0x5A63F8,	0x59880C,	"get_local_time_for_unit_ini",			""
define,	   0x581330,	0x58E060,	0x581090,	"Trade_Net_get_direction_from_internal_map",	"int (__fastcall *) (Trade_Net * this, int edx, int x, int y, byte use_data_2_else_4)"
inlead,	   0x50EC10,	0x0,		0x0,		"DiploForm_assemble_tradable_items",		"void (__fastcall *) (DiploForm * this)"
inlead,	   0x437F80,	0x0,		0x0,		"Leader_could_buy_tech_on_trade_screen",	"byte (__fastcall *) (Leader * this, int edx, int tech_id, int from_civ_id)"

ignore,	   0x4507B0,	0x452860,	0x0,		"Unit_ai_move_offensive_unit",			"void (__fastcall *) (Unit * this)"
ignore,    0x44C340,	0x0,		0x0,		"Unit_ai_eval_bombard_target",			"int (__fastcall *) (Unit * this, int edx, int tile_x, int tile_y, int param_3)"
ignore,	   0x66DD04,	0x0,		0x0,		"Unit_eval_escort_requirement",			"int (__fastcall *) (Unit *)"
ignore,    0x558F70,	0x0,		0x0,		"Leader_is_enemy_unit",				"char (__fastcall *) (Leader * this, int edx, Unit * unit)"
ignore,	   0x4BFD40,	0x0,		0x0,		"City_get_turns_to_build",			"int (__fastcall *) (City * this, int edx, int order_type, int order_id, char param_3)"
ignore,    0x4BFF80,	0x0,		0x0,		"City_can_build_improvement",			"char (__fastcall *) (City * this, int edx, 0x0,   int i_improv, char param_2)"
ignore,	   0x619E70,	0x63B090,	0x619DA0,	"Context_Menu_add_item",			"int (__fastcall *) (Context_Menu * this, int edx, int item_id, char * text, byte param_3, int param_4)"
ignore,	   0x4E3D90,	0x0,		0x0,		"Main_Screen_Form_is_unit_hidden_from_player",	"byte (__fastcall *) (Main_Screen_Form * this, int edx, Unit * unit)"
ignore,	   0x4E8850,	0x4F14E0,	0x4E8910,	"Main_Screen_Form_open_right_click_unit_menu",	"void (__fastcall *) (Main_Screen_Form * this, int edx, int tile_x, int tile_y, int mouse_x, int mouse_y)"
ignore,	   0x4DBA70,	0x0,		0x0,		"Main_Screen_Form_set_selected_unit",		"void (__fastcall *) (Main_Screen_Form * this, int edx, Unit * unit, byte param_2)"
ignore,	   0xCAB2D8,	0xCCDB88,	0xCAB298,	"temp_str",					"char[4096]"
ignore,	   0x5CCBB0,	0x0,		0x0,		"Unit_can_pass_between",			"PassBetweenValidity (__fastcall *) (Unit * this, int edx, int from_x, int from_y, int to_x, int to_y, byte param_5)"
ignore,	   0x452510,	0x454600,	0x452590,	"ai_move_defensive_unit",			"void (__fastcall *) (Unit * this)"
ignore,	   0x56D040,	0x5799C0,	0x0,		"find_nearest_city",				"City * (__cdecl *) (int tile_x, int tile_y, int owner_id, int continent_id, int ignore_owner_id, int perspective_id, City * ignore_city)"
ignore,    0x5E78E0,	0x5F7130,	0x0,		"General_load",					"void (__fastcall *) (General * this, int edx, byte ** buffer)"
ignore,    0x5E7020,	0x5F6870,	0x0,		"General_clear",				"void (__fastcall *) (General * this)"
ignore,	   0x4A0ED0,	0x0,		0x0,		"Fighter_get_combat_odds",			"int (__fastcall *) (Fighter * this, int edx, Unit * attacker, Unit * defender, byte bombarding, byte ignore_defensive_bonuses)"
ignore,	   0x4E5580,	0x0,		0x0,		"Main_Screen_Form_draw_city_hud",		"void (__fastcall *) (Main_Screen_Form * this, int edx, PCX_Image * canvas)"
